doc_id,Disease,Question
188,Bướu Giáp Keo,"Tôi đang cảm thấy tuyến giáp của mình to lên, đôi khi gây khó thở khi nằm ngửa. Tôi có thể đang bị bệnh gì?
"
189,Bướu Giáp Keo,"Tôi bị khó nuốt, tuyến giáp to và phình tĩnh mạch cổ. Tôi có thể đang bị bệnh gì?
"
190,Bướu Giáp Keo,"Tôi hay bị chóng mặt khi thay đổi tư thế, tuyến giáp phình to. Tôi có thể đang bị bệnh gì?
"
191,Bướu Giáp Keo,"Tôi đang cảm thấy tuyến giáp của mình có một khối u lớn, gây khó thở. Tôi có thể đang bị bệnh gì?
"
192,Bướu Giáp Keo,"Tôi bị khó nuốt, tuyến giáp to và phình tĩnh mạch cổ. Tôi có thể đang bị bệnh gì?
"
193,Bướu Giáp Keo,"Tôi hay bị chóng mặt khi vận động mạnh, tuyến giáp phình to. Tôi có thể đang bị bệnh gì?
"
194,Bướu Giáp Keo,"Tôi đang cảm thấy tuyến giáp của mình to lên, đôi khi gây khó thở khi nằm ngửa. Tôi có thể đang bị bệnh gì?
"
195,Bướu Giáp Keo,"Tôi bị khó nuốt, tuyến giáp to và phình tĩnh mạch cổ. Tôi có thể đang bị bệnh gì?
"
196,Bướu Giáp Keo,"Tôi hay bị chóng mặt khi thay đổi tư thế, tuyến giáp phình to. Tôi có thể đang bị bệnh gì?
"
197,Bướu Giáp Keo,"Tôi đang cảm thấy tuyến giáp của mình có một khối u lớn, gây khó thở. Tôi có thể đang bị bệnh gì?
"
198,Bướu Giáp Keo,"Tôi bị khó nuốt, tuyến giáp to và phình tĩnh mạch cổ. Tôi có thể đang bị bệnh gì?
"
199,Bướu Giáp Keo,"Tôi hay bị chóng mặt khi vận động mạnh, tuyến giáp phình to. Tôi có thể đang bị bệnh gì?"
200,Bướu Giáp Lan Tỏa,"Tôi hay bị hồi hộp, tim đập nhanh, run tay và sụt cân. Tôi có thể đang bị bệnh gì?
"
201,Bướu Giáp Lan Tỏa,"Tôi thấy tuyến giáp của mình to lên, hay bị tiêu chảy và khó chịu. Tôi có thể đang bị bệnh gì?
"
202,Bướu Giáp Lan Tỏa,"Tôi đang cảm thấy lo lắng, khó ngủ, mắt lồi và tuyến giáp phì đại. Tôi có thể đang bị bệnh gì?
"
203,Bướu Giáp Lan Tỏa,"Tôi hay bị đổ mồ hôi, nóng nảy, tuyến giáp to và mắt lồi. Tôi có thể đang bị bệnh gì?
"
204,Bướu Giáp Lan Tỏa,"Tôi thấy cổ mình to lên, tim đập nhanh, hay lo lắng và khó tập trung. Tôi có thể đang bị bệnh gì?
"
205,Bướu Giáp Lan Tỏa,"Tôi hay bị mệt mỏi, sụt cân, tuyến giáp to và mắt lồi. Tôi có thể đang bị bệnh gì?
"
206,Bướu Giáp Lan Tỏa,"Tôi thấy khó chịu, nóng nảy, tim đập nhanh và tuyến giáp phì đại. Tôi có thể đang bị bệnh gì?
"
207,Bướu Giáp Lan Tỏa,"Tôi đang cảm thấy lo lắng, hồi hộp, hay đổ mồ hôi và tuyến giáp to. Tôi có thể đang bị bệnh gì?
"
208,Bướu Giáp Lan Tỏa,"Tôi hay bị run tay, khó ngủ, mắt lồi và sụt cân. Tôi có thể đang bị bệnh gì?
"
209,Bướu Giáp Lan Tỏa,"Tôi thấy cổ mình to lên, hay bị tiêu chảy và mệt mỏi. Tôi có thể đang bị bệnh gì?
"
210,Bướu Giáp Lan Tỏa,"Tôi đang cảm thấy lo lắng, khó chịu, hay bị hồi hộp và tuyến giáp to. Tôi có thể đang bị bệnh gì?
"
211,Bướu Giáp Lan Tỏa,"Tôi hay bị nóng nảy, khó ngủ, mắt lồi và tuyến giáp phì đại. Tôi có thể đang bị bệnh gì?
"
212,Bướu Giáp Lan Tỏa,"Tôi thấy cổ mình to lên, tim đập nhanh, hay đổ mồ hôi và sụt cân. Tôi có thể đang bị bệnh gì?
"
213,Bướu Giáp Lan Tỏa,"Tôi hay bị mệt mỏi, khó chịu, tuyến giáp to và mắt lồi. Tôi có thể đang bị bệnh gì?
"
214,Bướu Giáp Lan Tỏa,"Tôi thấy khó chịu, nóng nảy, tim đập nhanh và tuyến giáp phì đại. Tôi có thể đang bị bệnh gì?
"
215,Bướu Giáp Lan Tỏa,"Tôi đang cảm thấy lo lắng, hồi hộp, hay đổ mồ hôi và tuyến giáp to. Tôi có thể đang bị bệnh gì?
"
216,Bướu Giáp Lan Tỏa,"Tôi hay bị run tay, khó ngủ, mắt lồi và sụt cân. Tôi có thể đang bị bệnh gì?
"
217,Bướu Giáp Lan Tỏa,"Tôi thấy cổ mình to lên, hay bị tiêu chảy và mệt mỏi. Tôi có thể đang bị bệnh gì?
"
218,Bướu Giáp Lan Tỏa,"Tôi đang cảm thấy lo lắng, khó chịu, hay bị hồi hộp và tuyến giáp to. Tôi có thể đang bị bệnh gì?
"
219,Bướu Giáp Lan Tỏa,"Tôi hay bị nóng nảy, khó ngủ, mắt lồi và tuyến giáp phì đại. Tôi có thể đang bị bệnh gì?"
220,Bướu Giáp Nhân Thùy Phải,"Tôi thấy xuất hiện một khối u ở cổ bên phải, không đau nhưng hơi khó chịu. Tôi có thể đang bị bệnh gì?
"
221,Bướu Giáp Nhân Thùy Phải,"Tôi hay bị khó nuốt, cảm giác như có vật gì vướng ở cổ bên phải. Tôi có thể đang bị bệnh gì?
"
222,Bướu Giáp Nhân Thùy Phải,"Tôi đang cảm thấy cổ mình nặng nề, có một khối u ở bên phải và hơi khó thở. Tôi có thể đang bị bệnh gì?
"
223,Bướu Giáp Nhân Thùy Phải,"Tôi bị khàn giọng, khó nuốt và có một khối u ở cổ bên phải. Tôi có thể đang bị bệnh gì?
"
224,Bướu Giáp Nhân Thùy Phải,"Tôi hay bị đau cổ, sờ thấy một khối u ở bên phải và hơi khó thở. Tôi có thể đang bị bệnh gì?
"
225,Bướu Giáp Nhân Thùy Phải,"Tôi đang cảm thấy lo lắng, hồi hộp, sụt cân và có một khối u ở cổ bên phải. Tôi có thể đang bị bệnh gì?
"
226,Bướu Giáp Nhân Thùy Phải,"Tôi bị tim đập nhanh, hay đổ mồ hôi, khó chịu và có một khối u ở cổ bên phải. Tôi có thể đang bị bệnh gì?
"
227,Bướu Giáp Nhân Thùy Phải,"Tôi hay bị run tay, khó ngủ, sụt cân và có một khối u ở cổ bên phải. Tôi có thể đang bị bệnh gì?
"
228,Bướu Giáp Nhân Thùy Phải,"Tôi đang cảm thấy mệt mỏi, khó chịu, tiêu chảy và có một khối u ở cổ bên phải. Tôi có thể đang bị bệnh gì?
"
229,Bướu Giáp Nhân Thùy Phải,"Tôi bị chu kỳ kinh nguyệt không đều, sụt cân, rụng tóc và có một khối u ở cổ bên phải. Tôi có thể đang bị bệnh gì?
"
230,Bướu Giáp Nhân Thùy Phải,"Tôi hay bị khó nuốt, cảm giác như có vật gì chèn ép ở cổ bên phải. Tôi có thể đang bị bệnh gì?
"
231,Bướu Giáp Nhân Thùy Phải,"Tôi đang cảm thấy cổ mình nặng nề, có một khối u ở bên phải và hơi khó thở. Tôi có thể đang bị bệnh gì?
"
232,Bướu Giáp Nhân Thùy Phải,"Tôi bị khàn giọng, khó nuốt và có một khối u ở cổ bên phải. Tôi có thể đang bị bệnh gì?
"
233,Bướu Giáp Nhân Thùy Phải,"Tôi hay bị đau cổ, sờ thấy một khối u ở bên phải và hơi khó thở. Tôi có thể đang bị bệnh gì?
"
234,Bướu Giáp Nhân Thùy Phải,"Tôi đang cảm thấy lo lắng, hồi hộp, sụt cân và có một khối u ở cổ bên phải. Tôi có thể đang bị bệnh gì?
"
235,Bướu Giáp Nhân Thùy Phải,"Tôi bị tim đập nhanh, hay đổ mồ hôi, khó chịu và có một khối u ở cổ bên phải. Tôi có thể đang bị bệnh gì?
"
236,Bướu Giáp Nhân Thùy Phải,"Tôi hay bị run tay, khó ngủ, sụt cân và có một khối u ở cổ bên phải. Tôi có thể đang bị bệnh gì?
"
237,Bướu Giáp Nhân Thùy Phải,"Tôi đang cảm thấy mệt mỏi, khó chịu, tiêu chảy và có một khối u ở cổ bên phải. Tôi có thể đang bị bệnh gì?
"
238,Bướu Giáp Nhân Thùy Phải,"Tôi bị chu kỳ kinh nguyệt không đều, sụt cân, rụng tóc và có một khối u ở cổ bên phải. Tôi có thể đang bị bệnh gì?
"
239,Bướu Giáp Nhân Thùy Phải,"Tôi hay bị khó thở khi nằm, cảm giác như có vật gì chèn ép ở cổ bên phải. Tôi có thể đang bị bệnh gì?"
240,Bướu Giáp Đa Nhân 2 Thùy,"Tôi hiện đang có các triệu chứng như sụt cân, run tay và lo lắng. Tôi có thể đang bị bệnh gì?
"
241,Bướu Giáp Đa Nhân 2 Thùy,"Tôi đang cảm thấy mệt mỏi, tăng cân và không chịu được lạnh. Tôi có thể đang bị bệnh gì?
"
242,Bướu Giáp Đa Nhân 2 Thùy,"Tôi hay bị đánh trống ngực, khó ngủ và có khối u ở cổ. Tôi có thể đang bị bệnh gì?
"
243,Bướu Giáp Đa Nhân 2 Thùy,"Tôi hiện đang có các triệu chứng như khô da, táo bón và có khối u ở cổ. Tôi có thể đang bị bệnh gì?
"
244,Bướu Giáp Đa Nhân 2 Thùy,"Tôi đang cảm thấy khó thở, khàn tiếng và có khối u ở cổ lớn dần. Tôi có thể đang bị bệnh gì?
"
245,Bướu Giáp Đa Nhân 2 Thùy,"Tôi hay bị run tay, lo lắng và sụt cân không rõ lý do. Tôi có thể đang bị bệnh gì?
"
246,Bướu Giáp Đa Nhân 2 Thùy,"Tôi hiện đang có các triệu chứng như mệt mỏi, tăng cân và da khô. Tôi có thể đang bị bệnh gì?
"
247,Bướu Giáp Đa Nhân 2 Thùy,"Tôi đang cảm thấy khó chịu ở cổ họng, khó nuốt và có khối u ở cổ. Tôi có thể đang bị bệnh gì?
"
248,Bướu Giáp Đa Nhân 2 Thùy,"Tôi hay bị đánh trống ngực, mất ngủ và giảm cân nhanh. Tôi có thể đang bị bệnh gì?
"
249,Bướu Giáp Đa Nhân 2 Thùy,"Tôi hiện đang có các triệu chứng như táo bón, da khô và rụng tóc. Tôi có thể đang bị bệnh gì?
"
250,Bướu Giáp Đa Nhân 2 Thùy,"Tôi đang cảm thấy khó thở, khàn tiếng và có khối u ở cổ phát triển nhanh. Tôi có thể đang bị bệnh gì?
"
251,Bướu Giáp Đa Nhân 2 Thùy,"Tôi hay bị run tay, lo lắng và khó chịu nóng bức. Tôi có thể đang bị bệnh gì?
"
252,Bướu Giáp Đa Nhân 2 Thùy,"Tôi hiện đang có các triệu chứng như mệt mỏi, tăng cân và chậm chạp. Tôi có thể đang bị bệnh gì?
"
253,Bướu Giáp Đa Nhân 2 Thùy,"Tôi đang cảm thấy khó chịu ở cổ họng, khó nuốt và có khối u chèn ép. Tôi có thể đang bị bệnh gì?
"
254,Bướu Giáp Đa Nhân 2 Thùy,"Tôi hay bị đánh trống ngực, mất ngủ và giảm cân không rõ lý do. Tôi có thể đang bị bệnh gì?
"
255,Bướu Giáp Đa Nhân 2 Thùy,"Tôi hiện đang có các triệu chứng như táo bón, da khô và rụng tóc nhiều. Tôi có thể đang bị bệnh gì?
"
256,Bướu Giáp Đa Nhân 2 Thùy,"Tôi đang cảm thấy khó thở, khàn tiếng và có khối u ở cổ lớn dần. Tôi có thể đang bị bệnh gì?
"
257,Bướu Giáp Đa Nhân 2 Thùy,"Tôi hay bị run tay, lo lắng và khó chịu nóng bức. Tôi có thể đang bị bệnh gì?
"
258,Bướu Giáp Đa Nhân 2 Thùy,"Tôi hiện đang có các triệu chứng như mệt mỏi, tăng cân và chậm chạp. Tôi có thể đang bị bệnh gì?
"
259,Bướu Giáp Đa Nhân 2 Thùy,"Tôi đang cảm thấy khó chịu ở cổ họng, khó nuốt và có khối u chèn ép. Tôi có thể đang bị bệnh gì?"
260,Bướu Tuyến Giáp Đa Nhân,"Tôi hiện đang có các triệu chứng như sụt cân, run tay và lo lắng. Tôi có thể đang bị bệnh gì?
"
261,Bướu Tuyến Giáp Đa Nhân,"Tôi đang cảm thấy mệt mỏi, tăng cân và không chịu được lạnh. Tôi có thể đang bị bệnh gì?
"
262,Bướu Tuyến Giáp Đa Nhân,"Tôi hay bị đánh trống ngực, khó ngủ và có khối u ở cổ. Tôi có thể đang bị bệnh gì?
"
263,Bướu Tuyến Giáp Đa Nhân,"Tôi hiện đang có các triệu chứng như khô da, táo bón và có khối u ở cổ. Tôi có thể đang bị bệnh gì?
"
264,Bướu Tuyến Giáp Đa Nhân,"Tôi đang cảm thấy khó thở, khàn tiếng và có khối u ở cổ lớn dần. Tôi có thể đang bị bệnh gì?
"
265,Bướu Tuyến Giáp Đa Nhân,"Tôi hay bị run tay, lo lắng và sụt cân không rõ lý do. Tôi có thể đang bị bệnh gì?
"
266,Bướu Tuyến Giáp Đa Nhân,"Tôi hiện đang có các triệu chứng như mệt mỏi, tăng cân và da khô. Tôi có thể đang bị bệnh gì?
"
267,Bướu Tuyến Giáp Đa Nhân,"Tôi đang cảm thấy khó chịu ở cổ họng, khó nuốt và có khối u ở cổ. Tôi có thể đang bị bệnh gì?
"
268,Bướu Tuyến Giáp Đa Nhân,"Tôi hay bị đánh trống ngực, mất ngủ và giảm cân nhanh. Tôi có thể đang bị bệnh gì?
"
269,Bướu Tuyến Giáp Đa Nhân,"Tôi hiện đang có các triệu chứng như táo bón, da khô và rụng tóc. Tôi có thể đang bị bệnh gì?
"
270,Bướu Tuyến Giáp Đa Nhân,"Tôi đang cảm thấy khó thở, khàn tiếng và có khối u ở cổ phát triển nhanh. Tôi có thể đang bị bệnh gì?
"
271,Bướu Tuyến Giáp Đa Nhân,"Tôi hay bị run tay, lo lắng và khó chịu nóng bức. Tôi có thể đang bị bệnh gì?
"
272,Bướu Tuyến Giáp Đa Nhân,"Tôi hiện đang có các triệu chứng như mệt mỏi, tăng cân và chậm chạp. Tôi có thể đang bị bệnh gì?
"
273,Bướu Tuyến Giáp Đa Nhân,"Tôi đang cảm thấy khó chịu ở cổ họng, khó nuốt và có khối u chèn ép. Tôi có thể đang bị bệnh gì?
"
274,Bướu Tuyến Giáp Đa Nhân,"Tôi hay bị đánh trống ngực, mất ngủ và giảm cân không rõ lý do. Tôi có thể đang bị bệnh gì?
"
275,Bướu Tuyến Giáp Đa Nhân,"Tôi hiện đang có các triệu chứng như táo bón, da khô và rụng tóc nhiều. Tôi có thể đang bị bệnh gì?
"
276,Bướu Tuyến Giáp Đa Nhân,"Tôi đang cảm thấy khó thở, khàn tiếng và có khối u ở cổ lớn dần. Tôi có thể đang bị bệnh gì?
"
277,Bướu Tuyến Giáp Đa Nhân,"Tôi hay bị run tay, lo lắng và khó chịu nóng bức. Tôi có thể đang bị bệnh gì?
"
278,Bướu Tuyến Giáp Đa Nhân,"Tôi hiện đang có các triệu chứng như mệt mỏi, tăng cân và chậm chạp. Tôi có thể đang bị bệnh gì?
"
279,Bướu Tuyến Giáp Đa Nhân,"Tôi đang cảm thấy khó chịu ở cổ họng, khó nuốt và có khối u chèn ép. Tôi có thể đang bị bệnh gì?"
280,Bế Sản Dịch,"Tôi hiện đang có các triệu chứng như sản dịch chảy rất ít và có mùi hôi khó chịu. Tôi có thể đang bị bệnh gì?
"
281,Bế Sản Dịch,"Tôi đang cảm thấy căng tức vùng hạ vị và thỉnh thoảng có cơn đau âm ỉ sau sinh. Tôi có thể đang bị bệnh gì?
"
282,Bế Sản Dịch,"Tôi hay có cảm giác vùng bụng dưới có cục cứng và sờ thấy rõ. Sản dịch ra ít và có mùi hôi. Tôi có thể đang bị bệnh gì?
"
283,Bế Sản Dịch,"Tôi thấy sản dịch ra ít hơn bình thường, kèm theo sốt nhẹ và đau bụng dưới. Tôi có thể đang bị bệnh gì?
"
284,Bế Sản Dịch,"Tôi vừa sinh con được 3 tuần nhưng sản dịch vẫn còn ra, có màu lạ và mùi hôi. Tôi có thể đang bị bệnh gì?
"
285,Bế Sản Dịch,"Sau sinh, tôi bị sốt, đau bụng dưới và sản dịch ra rất ít. Tôi có thể đang bị bệnh gì?
"
286,Bế Sản Dịch,"Tôi đang bị đau khi ấn vào vùng bụng dưới, sản dịch ra ít và có màu sậm. Tôi có thể đang bị bệnh gì?
"
287,Bế Sản Dịch,"Tôi thấy sản dịch ra ít hơn so với những ngày đầu sau sinh và có màu vàng đậm. Tôi có thể đang bị bệnh gì?
"
288,Bế Sản Dịch,"Tôi bị sốt cao, đau bụng dưới dữ dội và sản dịch gần như không ra. Tôi có thể đang bị bệnh gì?
"
289,Bế Sản Dịch,"Tôi thấy cơ thể mệt mỏi, vùng bụng dưới đau âm ỉ và sản dịch ra ít, có màu nâu. Tôi có thể đang bị bệnh gì?
"
290,Bế Sản Dịch,"Tôi đã sinh con được hơn một tháng nhưng vẫn thấy ra sản dịch, kèm theo đau bụng dưới. Tôi có thể đang bị bệnh gì?
"
291,Bế Sản Dịch,"Tôi thấy sản dịch ra ít, có màu vàng xanh và mùi hôi tanh. Tôi có thể đang bị bệnh gì?
"
292,Bế Sản Dịch,"Sau sinh, tôi bị sốt cao, ớn lạnh và sản dịch ra rất ít. Tôi có thể đang bị bệnh gì?
"
293,Bế Sản Dịch,"Tôi cảm thấy đau nhức vùng bụng dưới, sản dịch ra ít và có lẫn máu cục. Tôi có thể đang bị bệnh gì?
"
294,Bế Sản Dịch,"Tôi bị đau khi đi tiểu, sản dịch ra ít và có màu đục. Tôi có thể đang bị bệnh gì?
"
295,Bế Sản Dịch,"Tôi thấy sản dịch ra ít, có mùi hôi và kèm theo khí hư màu vàng xanh. Tôi có thể đang bị bệnh gì?
"
